img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_desert-dunes-under-clear-blue-sky-detailed-sand-textures_697460536_noisy.jpg,1,1,0.7747,0.9820,0.7859,0.9783,0.4283,0.4742,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_greek-island-whitewashed-buildings-with-blue-roofs_107064621_noisy.jpg,1,0,0.4936,0.9922,0.0243,0.7482,0.0294,0.1681,0.9993,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_130409445_noisy.jpg,1,0,0.1469,0.7162,0.0193,0.0432,0.0342,0.0183,0.0504,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_suburban-residential-street-with-family-houses_850826209_noisy.jpg,1,0,0.1771,0.0156,0.0015,0.0309,0.0025,0.0121,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-young-boy-with-curly-hair-smiling-outdoors-in-the_239670712_noisy.jpg,1,1,0.5607,0.9904,0.8827,0.4796,0.0103,0.0046,0.9964,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_171_noisy.jpg,0,0,0.1446,0.0303,0.0694,0.0001,0.0000,0.7672,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1586_noisy.jpg,0,0,0.2121,0.0000,0.0020,0.0219,0.3298,0.9182,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-headscarf_971425308_noisy.jpg,1,1,0.5459,0.9999,0.7982,0.9511,0.0002,0.0260,0.4999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_juggernaut_xl_v9_small-countryside-church-with-stone-walls_911251732_noisy.jpg,1,0,0.2509,0.0035,0.0011,0.0319,0.3003,0.1838,0.9851,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_train-station-facade-at-dusk_558010934_noisy.jpg,1,0,0.0209,0.0463,0.0054,0.0001,0.0002,0.0233,0.0502,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_inpainting_add-nose-piercing_944284574_noisy.jpg,1,0,0.2072,0.0006,0.2746,0.0273,0.0208,0.8594,0.0606,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1228_noisy.jpg,0,0,0.0155,0.0100,0.0006,0.0008,0.0476,0.0090,0.0249,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-a-middle-aged-man-with-a-beard-wearing-a-suit-outdo_266493009_noisy.jpg,1,0,0.3407,0.9279,0.0696,0.0535,0.0398,0.0099,0.9435,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_desert-adobe-houses-warm-sunset-light_511947771_noisy.jpg,1,0,0.2433,0.2613,0.3756,0.4314,0.0029,0.0094,0.3790,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_juggernaut_xl_v9_traditional-chinese-pagoda-surrounded-by-trees_193763674_noisy.jpg,1,0,0.3343,0.0552,0.0079,0.0041,0.9173,0.0223,0.9990,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_774_noisy.jpg,0,0,0.1493,0.0000,0.0023,0.0444,0.1755,0.6722,0.0012,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-tractor-on-field_310982801_noisy.jpg,1,0,0.0575,0.0002,0.0401,0.2551,0.0349,0.0008,0.0140,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_modern-museum-building-with-geometric-shapes_677703981_noisy.jpg,1,0,0.2712,0.0567,0.0050,0.3526,0.0577,0.1600,0.9949,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_912_noisy.jpg,0,0,0.1000,0.0080,0.0019,0.0057,0.0005,0.5839,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1722_noisy.jpg,0,0,0.0158,0.0046,0.0029,0.0028,0.0106,0.0645,0.0097,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-short-necklace_815720063_noisy.jpg,1,0,0.4361,0.9555,0.7533,0.5335,0.0051,0.0000,0.3689,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-a-toddler-with-blond-hair-sitting-on-the-grass_365830216_noisy.jpg,1,0,0.4658,0.9994,0.0261,0.5948,0.0197,0.1553,0.9993,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_mosque-with-detailed-minarets-photographed-at-sunset_654436821_noisy.jpg,1,0,0.3160,0.7751,0.0028,0.0001,0.1199,0.0000,0.9980,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_mosque-with-detailed-minarets-photographed-at-sunset_534366140_noisy.jpg,1,1,0.5452,0.9997,0.0079,0.7318,0.0280,0.5050,0.9987,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_portrait-of-a-young-indigenous-woman-in-traditional-clothing_74316371_noisy.jpg,1,1,0.6416,0.8605,0.9877,0.9936,0.0206,0.0004,0.9867,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_inpainting_add-small-shop-sign_191297873_noisy.jpg,1,0,0.1760,0.0200,0.0080,0.0014,0.0516,0.0005,0.9745,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1570_noisy.jpg,0,0,0.0072,0.0000,0.0028,0.0015,0.0005,0.0373,0.0006,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-person-silhouette-in-distance_457611678_noisy.jpg,1,0,0.1784,0.0914,0.0007,0.1017,0.0001,0.8652,0.0112,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_865_noisy.jpg,0,0,0.2148,0.0000,0.0008,0.0035,0.9608,0.3230,0.0009,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_juggernaut_xl_v9_colorful-colonial-houses-in-latin-america_72541522_noisy.jpg,1,0,0.4454,0.9923,0.0488,0.2717,0.0276,0.3336,0.9986,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1766_noisy.jpg,0,0,0.0028,0.0000,0.0018,0.0000,0.0044,0.0021,0.0087,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1828_noisy.jpg,0,0,0.0206,0.0005,0.0358,0.0056,0.0056,0.0650,0.0111,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_719679948_noisy.jpg,1,0,0.0612,0.0077,0.0269,0.2788,0.0000,0.0520,0.0015,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_524_noisy.jpg,0,0,0.2182,0.0000,0.0049,0.0023,0.5916,0.7100,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_965_noisy.jpg,0,0,0.1636,0.0000,0.0001,0.0034,0.3304,0.6467,0.0010,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_tropical-beach-with-palm-trees-turquoise-water_325155442_noisy.jpg,1,0,0.3559,0.0899,0.1504,0.1044,0.2730,0.5177,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_inpainting_add-headset-on-ears_778058057_noisy.jpg,1,0,0.1492,0.2556,0.0853,0.2158,0.0030,0.1645,0.1708,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_779_noisy.jpg,0,0,0.0967,0.0005,0.0004,0.0153,0.3086,0.2532,0.0022,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_356_noisy.jpg,0,0,0.1808,0.0000,0.0079,0.0002,0.3483,0.7118,0.0167,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_294_noisy.jpg,0,0,0.0151,0.0038,0.0650,0.0052,0.0002,0.0024,0.0141,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_juggernaut_xl_v9_greek-island-whitewashed-buildings-with-blue-roofs_972657074_noisy.jpg,1,0,0.4707,1.0000,0.0289,0.7523,0.0119,0.0319,0.9990,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_509_noisy.jpg,0,0,0.0097,0.0000,0.0048,0.0113,0.0000,0.0000,0.0421,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_juggernaut_xl_v9_professional-headshot-of-a-south-asian-man-with-glasses-neut_274361984_noisy.jpg,1,1,0.6902,1.0000,0.7292,0.9587,0.0958,0.3699,0.9874,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-single-bird-in-sky_177611410_noisy.jpg,1,0,0.2753,0.0001,0.2574,0.3721,0.0078,0.9693,0.0452,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_799_noisy.jpg,0,0,0.0122,0.0088,0.0002,0.0001,0.0288,0.0020,0.0336,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_450149968_noisy.jpg,1,0,0.0676,0.0007,0.2774,0.0926,0.0000,0.0000,0.0351,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_637_noisy.jpg,0,0,0.1988,0.0000,0.0016,0.0007,0.2590,0.9065,0.0250,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_group-photo-of-three-friends-mixed-ethnicities-laughing-in-a_153407201_noisy.jpg,1,1,0.5517,0.4271,0.8683,0.4431,0.0071,0.6000,0.9649,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_savannah-landscape-with-acacia-trees-golden-hour_510173761_noisy.jpg,1,1,0.6203,0.9851,0.7379,0.9874,0.0033,0.0088,0.9994,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_dreamlike_photoreal_20_northern-lights-over-snowy-forest-night-sky-full-of-stars_655070776_noisy.jpg,1,0,0.2875,0.3119,0.3003,0.1522,0.1761,0.3681,0.4163,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_551323129_noisy.jpg,1,0,0.2566,0.7140,0.0037,0.0181,0.0361,0.0037,0.7639,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_649_noisy.jpg,0,0,0.0610,0.0000,0.0000,0.0000,0.0003,0.0000,0.3656,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1042_noisy.jpg,0,0,0.1162,0.0040,0.0075,0.0029,0.3959,0.2851,0.0016,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_inpainting_add-mole-on-face_872792131_noisy.jpg,1,1,0.5036,0.8085,0.6117,0.9814,0.0736,0.2686,0.2777,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1784_noisy.jpg,0,0,0.0157,0.0000,0.0075,0.0302,0.0000,0.0000,0.0566,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_hills-under-stormy-clouds_886812784_noisy.jpg,1,0,0.0650,0.0161,0.0075,0.0443,0.0006,0.2512,0.0705,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-picnic-table_806839655_noisy.jpg,1,0,0.2612,0.7586,0.0091,0.4022,0.0508,0.1992,0.1476,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_329_noisy.jpg,0,0,0.0297,0.0000,0.1689,0.0001,0.0084,0.0000,0.0006,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_juggernaut_xl_v9_minimalist-concrete-building-clean-lines-overcast-sky_251258750_noisy.jpg,1,0,0.3525,0.0548,0.0017,0.0003,0.0758,0.9829,0.9997,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_783_noisy.jpg,0,0,0.0966,0.0000,0.0012,0.0029,0.0159,0.5574,0.0018,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1418_noisy.jpg,0,0,0.2700,0.8743,0.0302,0.0027,0.0189,0.0355,0.6585,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-flock-of-birds_399017273_noisy.jpg,1,0,0.2014,0.0159,0.1106,0.0715,0.0495,0.3456,0.6151,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_421_noisy.jpg,0,0,0.0769,0.0198,0.0042,0.0011,0.0016,0.4193,0.0156,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1950_noisy.jpg,0,0,0.0413,0.0000,0.0012,0.0067,0.0285,0.2033,0.0082,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_445_noisy.jpg,0,1,0.5180,0.9980,0.9959,0.9363,0.0002,0.0000,0.1774,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-eyeglasses_873728354_noisy.jpg,1,0,0.4538,0.8251,0.5367,0.2910,0.0373,0.9417,0.0910,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-middle-aged-woman-with-short-hair-workplace-se_438460432_noisy.jpg,1,1,0.5246,0.9997,0.2676,0.6980,0.0090,0.1883,0.9847,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_782_noisy.jpg,0,0,0.0414,0.0000,0.0046,0.0006,0.1555,0.0733,0.0143,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_professional-headshot-of-a-south-asian-man-with-glasses-neut_259154085_noisy.jpg,1,0,0.4405,0.9998,0.1103,0.8616,0.1442,0.3463,0.1807,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_866_noisy.jpg,0,0,0.0511,0.0000,0.0005,0.0968,0.0189,0.1827,0.0075,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_408_noisy.jpg,0,0,0.0105,0.0272,0.0011,0.0037,0.0181,0.0000,0.0126,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_250179422_noisy.jpg,1,0,0.4177,0.9413,0.0639,0.8220,0.1303,0.5477,0.0011,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1797_noisy.jpg,0,0,0.0048,0.0000,0.0015,0.0001,0.0000,0.0000,0.0269,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1542_noisy.jpg,0,0,0.1336,0.0000,0.0387,0.0001,0.2092,0.5533,0.0004,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1792_noisy.jpg,0,0,0.2409,0.0033,0.0848,0.4701,0.4427,0.4413,0.0032,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-an-elderly-east-asian-woman-with-wrinkles-natural-d_128370928_noisy.jpg,1,1,0.7244,0.9987,0.9809,0.9998,0.3626,0.0060,0.9984,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1715_noisy.jpg,0,1,0.6465,0.9796,0.6414,0.9735,0.2525,0.0520,0.9798,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_old-industrial-warehouse-with-brick-walls_321455483_noisy.jpg,1,1,0.6408,0.9984,0.6993,0.9390,0.1901,0.0185,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_lush-jungle-waterfall-spray-in-the-air_590404559_noisy.jpg,1,0,0.2988,0.1326,0.0632,0.4577,0.1511,0.0301,0.9580,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_315_noisy.jpg,0,0,0.1550,0.0105,0.0164,0.0652,0.0001,0.0002,0.8378,,,,,,
