img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test\0_real\lhq_938.png,0,0,0.1032,0.2811,0.0000,0.3380,0.0001,0.0000,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_946.png,0,0,0.2810,0.6983,0.0000,0.9028,0.0848,0.0000,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_313.jpg,0,0,0.2741,0.0000,0.9995,0.6443,0.0000,0.0006,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_988.png,0,0,0.1882,0.8428,0.0058,0.2807,0.0000,0.0000,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_328.jpg,0,0,0.3253,0.0001,1.0000,0.9510,0.0001,0.0000,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_713.jpg,0,0,0.2923,0.0652,0.9982,0.6054,0.0845,0.0000,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_751044797.jpg,1,1,0.9206,1.0000,0.9997,0.5311,0.9964,1.0000,0.9965,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_643.jpg,0,0,0.1338,0.7861,0.0070,0.0009,0.0071,0.0000,0.0016,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-young-Black-woman-with-braids-golden-hour-ligh_157243285.jpg,1,1,0.9527,0.9999,0.7828,0.9331,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1554.jpg,0,0,0.2387,0.8796,0.4009,0.1386,0.0045,0.0000,0.0083,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_920.jpg,0,0,0.3050,0.0012,0.9998,0.8291,0.0000,0.0001,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-small-shop-sign_732492872.jpg,1,1,0.6670,0.1465,0.9956,0.9751,0.4088,0.6275,0.8485,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_small-countryside-church-with-stone-walls_911251732.jpg,1,1,0.9378,0.6841,0.9687,0.9742,0.9998,0.9999,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_541.jpg,0,0,0.2538,0.9999,0.1729,0.0011,0.0024,0.3467,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1131.png,0,0,0.3121,0.9964,0.0004,0.4783,0.3953,0.0000,0.0022,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_spring-scene-with-green-leaves_764369270.jpg,1,1,0.9355,0.9950,0.9999,0.7521,0.8679,1.0000,0.9981,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_319280491.jpg,1,1,0.9709,1.0000,0.9766,0.9624,1.0000,0.8862,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_942.jpg,0,0,0.3247,0.0000,0.9998,0.9189,0.0004,0.0231,0.0061,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_783.png,0,0,0.2417,0.9993,0.0001,0.4210,0.0003,0.0290,0.0006,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_428.jpg,0,0,0.2681,0.9999,0.5615,0.0038,0.0007,0.0000,0.0427,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_690.jpg,0,0,0.2984,0.0000,1.0000,0.7892,0.0015,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_stable_diffusion_15_modern-luxury-villa-with-swimming-pool-daylight_666430219.jpg,1,1,0.8332,0.0003,0.9997,0.9993,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_779.jpg,0,0,0.2746,0.0000,0.9977,0.6498,0.0001,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-headscarf_113182100.jpg,1,1,0.9011,1.0000,1.0000,0.9680,1.0000,0.4469,0.9917,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-cow-on-meadow_943935296.jpg,1,1,0.8125,0.0225,0.9933,0.8643,0.9997,1.0000,0.9956,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_mosque-with-detailed-minarets-photographed-at-sunset_891617661.jpg,1,1,0.9500,0.9469,0.7587,0.9946,0.9998,1.0000,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_637.JPG,0,0,0.0476,0.0056,0.1705,0.0018,0.1067,0.0000,0.0012,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_448.jpg,0,0,0.2515,0.0002,0.9985,0.5103,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-tent-in-field_637811136.jpg,1,1,0.8646,0.5314,0.9988,0.6932,0.9869,0.9999,0.9774,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_stable_diffusion_15_close-up-of-a-young-child-with-face-paint-festival-backgroun_255555532.jpg,1,1,0.9704,1.0000,1.0000,0.8223,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_43303807.jpg,1,1,0.8535,0.9838,0.9947,0.7359,0.4146,1.0000,0.9921,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1521.png,0,0,0.2447,0.9901,0.0032,0.4710,0.0027,0.0000,0.0014,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-hay-bales_453099743.jpg,1,1,0.9213,0.9923,0.9578,0.5954,1.0000,1.0000,0.9823,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1773.png,0,0,0.2991,0.1009,0.3393,0.5070,0.0492,0.0000,0.7985,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_old-European-train-station-with-glass-roof_925714197.jpg,1,1,0.8664,0.9988,0.1995,0.9998,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_desert-oasis-with-palm-trees-and-water-pool_418744975.jpg,1,1,0.9664,0.8525,1.0000,0.9462,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1741.png,0,0,0.0883,0.0055,0.0006,0.5156,0.0012,0.0000,0.0072,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1606.jpg,0,0,0.2035,0.8311,0.1328,0.2459,0.0098,0.0000,0.0011,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_307.jpg,0,0,0.0828,0.4887,0.0026,0.0006,0.0002,0.0035,0.0012,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_239.jpg,0,0,0.1626,0.0624,0.0008,0.0013,0.8498,0.0001,0.0612,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-middle-aged-woman-with-short-hair-workplace-se_438460432.jpg,1,1,0.9532,1.0000,0.9791,0.7404,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_568473596.jpg,1,1,0.7043,0.9986,0.9966,0.9971,0.1011,0.1326,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_253.jpg,0,0,0.4064,0.0018,0.9104,0.5274,0.0068,0.9919,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_444.jpg,0,1,0.5586,0.9685,0.4994,0.4850,0.9314,0.0003,0.4668,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_stable_diffusion_15_skyscraper-construction-site-with-cranes_239362342.jpg,1,1,0.9894,0.9371,0.9993,0.9999,0.9999,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1711.png,0,0,0.3820,0.9807,0.0081,0.3037,0.0002,0.0000,0.9991,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_vast-tundra-under-cloudy-sky-lonely-feeling_644685430.jpg,1,1,0.8208,0.5790,0.9967,0.3497,0.9995,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_750.png,0,0,0.2312,0.2764,0.0391,0.8101,0.0457,0.0000,0.2158,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1334.jpg,0,0,0.4724,0.9999,0.0916,0.1034,0.6343,0.0054,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_desert-under-bright-sun_505234799.jpg,1,1,0.9985,0.9999,1.0000,0.9913,1.0000,1.0000,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1439.png,0,0,0.2675,0.9992,0.0435,0.5614,0.0004,0.0000,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-dog-near-path_945520526.jpg,1,1,0.8052,0.0220,0.9958,0.8148,0.9999,1.0000,0.9990,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_dense-rainforest-with-mist-sunlight-filtering-through-trees_398320111.jpg,1,1,0.9395,0.9990,0.9992,0.6398,1.0000,0.9999,0.9993,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_503500182.jpg,1,1,0.8644,0.9986,0.6698,0.5178,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_stable_diffusion_15_modern-museum-building-with-geometric-shapes_54544900.jpg,1,1,0.5610,0.2300,0.0715,0.9971,0.0679,1.0000,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_769.jpg,0,0,0.0286,0.0817,0.0889,0.0001,0.0008,0.0000,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_vast-tundra-under-cloudy-sky-lonely-feeling_909644408.jpg,1,1,0.9417,0.9807,0.9994,0.6706,0.9999,1.0000,0.9994,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-dog-near-path_110977390.jpg,1,1,0.6385,1.0000,0.8965,0.6737,0.1583,1.0000,0.1025,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_suburban-residential-street-with-family-houses_850826209.jpg,1,1,0.8531,0.1429,0.9783,0.9982,0.9994,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_panoramic-view-of-a-glacier-icy-textures_716806129.jpg,1,1,0.9882,0.9482,0.9976,0.9941,0.9894,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_coastal-cliffs-with-crashing-waves-overcast-weather_343154755.jpg,1,1,0.8058,0.0023,0.8907,0.9428,0.9999,1.0000,0.9992,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_panoramic-coastline-with-fishing-boats-sunrise_116198605.jpg,1,1,0.8742,0.9980,0.9620,0.9439,0.3415,0.9996,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_volcanic-landscape-with-lava-fields-dramatic-sky_592326391.jpg,1,1,0.9938,1.0000,0.9984,0.9644,1.0000,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-with-subtle-film-grain-effect_153387314.jpg,1,1,0.9910,1.0000,0.9995,0.9465,0.9999,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_rolling-vineyards-in-summer-Mediterranean-style_572030855.jpg,1,1,0.9618,0.9969,0.9999,0.7758,0.9984,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1053.png,0,0,0.2321,0.4379,0.0017,0.9307,0.0046,0.0000,0.0175,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1870.png,0,0,0.0559,0.0460,0.0003,0.2892,0.0000,0.0000,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_rolling-green-hills-in-spring-wildflowers-in-bloom_22932395.jpg,1,1,0.7963,1.0000,0.8844,0.7408,0.1529,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_107518428.jpg,1,1,0.9909,0.9997,0.9677,0.9945,0.9969,0.9870,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-small-bench-near-wall_276320456.jpg,1,1,0.7964,0.0007,0.9908,0.9197,0.8686,0.9990,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-tent-in-field_950044724.jpg,1,1,0.7209,0.0117,0.9913,0.7878,0.5352,0.9997,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_inpainting_add-small-shop-sign_191297873.jpg,1,0,0.3635,1.0000,0.3051,0.2662,0.4874,0.0052,0.1172,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1136.png,0,0,0.3906,0.9991,0.4989,0.8067,0.0239,0.0000,0.0151,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1586.png,0,0,0.1423,0.6312,0.0034,0.2187,0.0001,0.0000,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_desert-oasis-with-palm-trees-and-water-pool_954553133.jpg,1,1,0.9989,0.9960,0.9998,0.9985,1.0000,0.9993,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_79.jpg,0,0,0.3104,0.0000,0.9901,0.8072,0.0002,0.0646,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_250179422.jpg,1,1,0.9653,1.0000,0.9839,0.8088,0.9988,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_2071.jpg,0,0,0.1382,0.7519,0.0056,0.0072,0.0609,0.0000,0.0033,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1309.png,0,0,0.0937,0.1849,0.0001,0.3538,0.0052,0.0000,0.0183,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-air-conditioning-unit_31742694.jpg,1,1,0.5599,0.8175,0.9939,0.2579,0.0986,0.9926,0.1989,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_436.jpg,0,0,0.1210,0.4619,0.1117,0.0002,0.0581,0.0941,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-a-toddler-with-blond-hair-sitting-on-the-grass_365830216.jpg,1,1,0.8526,1.0000,0.9975,0.1181,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1542.png,0,0,0.2810,0.9954,0.0004,0.6860,0.0008,0.0000,0.0033,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-blush-on-cheeks_760189924.jpg,1,1,0.9569,1.0000,0.9994,0.7500,0.9923,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_921.jpg,0,0,0.3115,0.0006,0.9998,0.8627,0.0001,0.0060,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-man-in-his-30s-with-a-beard-winter-jacket-snowy-b_247083813.jpg,1,1,0.9765,1.0000,0.9862,0.8727,0.9999,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_autumn-forest-with-colorful-leaves-path-covered-in-foliage_106323671.jpg,1,1,0.9904,0.9916,0.9995,0.9519,1.0000,1.0000,0.9992,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-person-silhouette-in-distance_336412085.jpg,1,1,0.9936,1.0000,0.9999,0.9657,0.9986,0.9990,0.9980,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_581.jpg,0,1,0.5140,0.0025,0.0152,0.6872,0.6067,0.8146,0.9577,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_river-winding-through-canyon-aerial-perspective_831471932.jpg,1,1,0.9933,0.9970,0.9997,0.9632,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_269.jpg,0,0,0.3414,0.0000,0.8314,0.6845,0.0684,0.4642,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-headset-on-ears_309048028.jpg,1,1,0.9751,1.0000,1.0000,0.8508,0.9997,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_905.JPG,0,0,0.1232,0.1444,0.1695,0.0209,0.4020,0.0012,0.0010,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-fox-in-forest_525016112.jpg,1,1,0.8708,0.9997,0.4723,0.8221,1.0000,1.0000,0.9308,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_592.JPG,0,0,0.4900,0.9317,0.5566,0.4058,0.0178,0.1491,0.8788,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_mosque-with-detailed-minarets-photographed-at-sunset_534366140.jpg,1,1,0.9354,0.6520,0.9997,0.9611,0.9999,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_traditional-Chinese-pagoda-surrounded-by-trees_193763674.jpg,1,1,0.9461,0.9954,0.7082,0.9886,1.0000,0.9844,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_colorful-houses-along-a-canal-daytime_293587745.jpg,1,1,0.9799,0.9995,0.8956,0.9844,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_275139576.jpg,1,1,0.9187,0.9992,0.9065,0.6160,0.9994,1.0000,0.9912,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_frozen-lake-with-snow-covered-pine-trees_446434188.jpg,1,1,0.7816,0.0022,0.9531,0.8756,0.9996,1.0000,0.8594,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_787.jpg,0,0,0.2822,0.0000,0.9996,0.6934,0.0001,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_desert-dunes-under-clear-blue-sky-detailed-sand-textures_980908798.jpg,1,1,0.9963,0.9969,0.9997,0.9809,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_214.png,0,0,0.3063,1.0000,0.2224,0.5817,0.0033,0.0000,0.0303,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1942.jpg,0,0,0.1328,0.2045,0.0209,0.0006,0.5706,0.0000,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_948.jpg,0,0,0.2731,0.0000,0.9958,0.6427,0.0001,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1828.png,0,0,0.2458,0.9953,0.0078,0.4709,0.0000,0.0000,0.0009,,,,,,
