img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_rolling-vineyards-in-summer-mediterranean-style_572030855_jpeg.jpg,1,1,0.9937,0.9981,1.0000,0.9642,0.9999,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1531_jpeg.jpg,0,1,0.7726,1.0000,0.7647,0.8631,1.0000,0.9996,0.0084,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_107518428_jpeg.jpg,1,1,0.8907,0.9994,0.9933,0.9973,0.9852,0.3696,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_colorful-houses-along-a-canal-daytime_293587745_jpeg.jpg,1,1,0.9963,1.0000,0.9847,0.9932,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-outdoors-with-blurred-city-lights_617361057_jpeg.jpg,1,1,0.9843,1.0000,1.0000,0.9094,1.0000,0.9987,0.9974,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_traditional-japanese-wooden-house-garden-with-lanterns_255046108_jpeg.jpg,1,1,0.7380,0.0209,0.4110,0.9975,0.9986,0.9999,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_waterfall-in-cloudy-weather_283602088_jpeg.jpg,1,1,0.9854,0.9914,0.9989,0.9636,1.0000,0.9678,0.9905,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_professional-headshot-of-a-south-asian-man-with-glasses-neut_206468300_jpeg.jpg,1,1,0.9559,0.9996,0.9999,0.7359,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_380_jpeg.jpg,0,1,0.6147,0.8649,0.9999,0.8311,0.9759,0.0149,0.0012,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_636_jpeg.jpg,0,0,0.2209,0.0907,0.0026,0.4287,0.0187,0.7787,0.0061,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_alpine-mountain-landscape-at-sunrise-snow-peaks-glowing_863538120_jpeg.jpg,1,1,0.8353,0.9873,1.0000,0.9730,0.0517,1.0000,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_309_jpeg.jpg,0,0,0.2472,0.9197,0.3380,0.0585,0.1631,0.0012,0.0027,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_250179422_jpeg.jpg,1,1,0.8098,1.0000,0.9950,0.8668,0.9999,0.9966,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_556_jpeg.jpg,0,0,0.2917,0.9486,0.0166,0.1145,0.6637,0.0068,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-in-urban-street-view_608375598_jpeg.jpg,1,1,0.9575,0.9891,1.0000,0.9950,0.9989,0.7618,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_old-european-cathedral-with-gothic-details-daylight_812224655_jpeg.jpg,1,1,0.9552,0.9999,0.7332,0.9979,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-red-car-on-dirt-path_862674382_jpeg.jpg,1,1,0.7788,0.0095,0.9998,0.9911,0.9997,1.0000,0.6724,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-under-cloudy-daylight_395430793_jpeg.jpg,1,1,0.9982,0.9998,0.9998,0.9901,0.9994,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_105_jpeg.jpg,0,1,0.6292,0.0008,1.0000,0.9194,1.0000,0.8542,0.0010,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-man-with-long-hair-and-tattoos-dramatic-lighti_544459925_jpeg.jpg,1,1,0.8401,1.0000,0.6260,0.4162,1.0000,1.0000,0.9983,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_421_jpeg.jpg,0,1,0.6530,0.9851,1.0000,0.9322,0.9999,0.0000,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1187_jpeg.jpg,0,0,0.2997,0.0030,0.0311,0.7539,0.9996,0.0000,0.0104,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_473_jpeg.jpg,0,0,0.3002,0.0000,0.9995,0.8011,0.0001,0.0003,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1042_jpeg.jpg,0,0,0.3777,0.7995,0.7828,0.4381,0.0852,0.0682,0.0927,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1792_jpeg.jpg,0,0,0.4223,0.7888,0.2425,0.5063,0.0115,0.9774,0.0071,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_apartment-block-with-balconies-urban-daylight_191735735_jpeg.jpg,1,1,0.9802,0.9947,0.9998,0.9862,0.9004,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_388_jpeg.jpg,0,1,0.5975,0.0568,0.9995,0.5923,0.9790,0.9524,0.0051,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-dog-near-path_945520526_jpeg.jpg,1,1,0.8331,0.0846,0.9999,0.9181,1.0000,1.0000,0.9962,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-middle-aged-woman-with-short-hair-workplace-se_438460432_jpeg.jpg,1,1,0.9621,1.0000,0.9791,0.7938,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-flock-of-birds_863053561_jpeg.jpg,1,1,0.9758,0.9715,0.9999,0.9720,0.9998,1.0000,0.9115,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_197_jpeg.jpg,0,1,0.6570,0.9997,0.9700,0.9572,0.0236,0.9916,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_442_jpeg.jpg,0,0,0.3404,0.0589,0.9999,0.9838,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_vast-tundra-under-cloudy-sky-lonely-feeling_909644408_jpeg.jpg,1,1,0.9435,0.9881,0.9997,0.6740,0.9999,1.0000,0.9992,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_lush-jungle-waterfall-spray-in-the-air_866747348_jpeg.jpg,1,1,0.9871,1.0000,0.9999,0.9226,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_606_jpeg.jpg,0,0,0.4724,0.0000,1.0000,0.8314,0.9984,0.0046,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-an-elderly-east-asian-woman-with-wrinkles-natural-d_128370928_jpeg.jpg,1,1,0.9256,1.0000,0.9761,0.5775,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_318_jpeg.jpg,0,0,0.4980,0.0065,0.9981,0.8998,0.5269,0.5565,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_inpainting_add-nose-piercing_944284574_jpeg.jpg,1,1,0.9686,0.8623,0.9997,0.9495,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-middle-aged-man-with-shaved-head-gym-background_334702823_jpeg.jpg,1,1,0.9326,1.0000,0.9965,0.5994,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_river-winding-through-canyon-aerial-perspective_831471932_jpeg.jpg,1,1,0.9892,0.9779,0.9999,0.9576,0.9998,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_551323129_jpeg.jpg,1,1,0.9363,0.6308,0.9939,0.9981,0.9995,1.0000,0.9955,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_799_jpeg.jpg,0,0,0.3698,0.2390,0.9992,0.9732,0.0002,0.0002,0.0072,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_390_jpeg.jpg,0,0,0.3379,0.2483,0.5731,0.2072,0.9906,0.0000,0.0082,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_modern-luxury-villa-with-swimming-pool-daylight_666430219_jpeg.jpg,1,1,0.8325,0.0019,1.0000,0.9993,0.9940,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_134_jpeg.jpg,0,0,0.4331,0.0004,0.7125,0.9065,0.0281,0.0002,0.9507,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1483_jpeg.jpg,0,0,0.2084,0.2282,0.9490,0.0197,0.0525,0.0000,0.0009,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_frozen-lake-with-snow-covered-pine-trees_619303397_jpeg.jpg,1,1,0.6854,0.0005,0.9775,0.9458,0.8880,0.9986,0.3023,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1942_jpeg.jpg,0,1,0.5372,0.0535,0.9867,0.9871,0.7863,0.2334,0.1763,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-single-bird-in-sky_235799635_jpeg.jpg,1,1,0.9823,0.9696,0.9997,0.9841,1.0000,1.0000,0.9403,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_239_jpeg.jpg,0,1,0.6853,0.0896,0.7740,0.9330,0.9781,0.8579,0.4794,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_999_jpeg.jpg,0,0,0.2892,0.0000,0.9979,0.7347,0.0000,0.0024,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-young-black-woman-with-braids-golden-hour-ligh_157243285_jpeg.jpg,1,1,0.9007,1.0000,0.6387,0.7656,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1236_jpeg.jpg,0,1,0.6618,0.9983,0.9515,0.9664,0.9979,0.0000,0.0566,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_desert-dunes-under-clear-blue-sky-detailed-sand-textures_308071260_jpeg.jpg,1,1,0.6051,0.9989,0.9431,0.4397,0.0927,1.0000,0.1562,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_inpainting_add-stud-earrings_121517072_jpeg.jpg,1,1,0.9391,0.9995,0.9989,0.6361,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_547_jpeg.jpg,0,0,0.2801,0.0000,1.0000,0.6802,0.0001,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-bluetooth-earpiece_462114583_jpeg.jpg,1,1,0.9699,1.0000,1.0000,0.8970,1.0000,0.9227,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_photo-of-a-teenage-girl-in-casual-clothing-standing-on-a-cit_599924860_jpeg.jpg,1,1,0.9448,1.0000,0.7226,0.9464,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-small-boat-on-water_560892226_jpeg.jpg,1,1,0.9751,0.9589,0.9996,0.9466,1.0000,1.0000,0.9456,,,,,,
