img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1935_jpeg.jpg,0,0,0.4947,0.5339,0.7836,0.7759,0.9857,0.0077,0.0004,0.0000,1.0000,0.0000,0.2057,0.3865,0.4078
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_2015_jpeg.jpg,0,0,0.4283,0.9943,0.0946,0.4559,0.8701,0.9687,0.0005,0.0000,0.9999,0.0001,0.3308,0.4893,0.1799
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-blush-on-cheeks_760189924_jpeg.jpg,1,1,1.0000,1.0000,0.9990,0.7456,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.3467,0.1987,0.4546
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_426_jpeg.jpg,0,0,0.4879,0.6843,0.9888,0.6723,0.0072,0.0110,0.6937,0.0000,0.0001,0.9999,0.2703,0.2998,0.4299
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1423_jpeg.jpg,0,0,0.1935,0.6425,0.0136,0.1103,0.0042,0.0001,0.9686,0.0000,0.9991,0.0009,0.3206,0.2953,0.3840
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-in-urban-street-view_608375598_jpeg.jpg,1,1,0.9516,0.9891,1.0000,0.9950,0.9989,0.7618,0.9999,0.0000,0.0000,1.0000,0.3585,0.3840,0.2576
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-sheep-on-meadow_602348108_jpeg.jpg,1,1,0.9918,0.5253,0.9948,0.9176,0.9998,1.0000,0.9585,0.0000,1.0000,0.0000,0.2791,0.4521,0.2689
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_541_jpeg.jpg,0,1,0.7346,0.9993,0.9823,0.5789,0.9734,0.7667,0.0002,0.0000,0.3581,0.6419,0.3247,0.5604,0.1149
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_831_jpeg.jpg,0,0,0.1890,0.0006,0.3428,0.1972,0.1337,0.0001,0.0030,0.0000,1.0000,0.0000,0.2553,0.3858,0.3589
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1418_jpeg.jpg,0,1,0.7723,0.8217,0.9307,0.8542,0.9897,0.9661,0.0576,0.0043,0.0189,0.9767,0.3415,0.3446,0.3139
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_750_jpeg.jpg,0,1,0.7069,0.0966,0.9998,0.9898,0.9720,0.0006,0.6167,0.0000,0.9982,0.0018,0.1929,0.4402,0.3669
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_578_jpeg.jpg,0,0,0.0000,0.0000,0.9958,0.8575,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.2587,0.2571,0.4842
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_rolling-green-hills-in-spring-wildflowers-in-bloom_591957562_jpeg.jpg,1,1,0.9973,0.9884,0.9960,0.6552,0.9973,0.9998,0.9998,0.0000,1.0000,0.0000,0.4404,0.4961,0.0635
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-sunglasses_987511742_jpeg.jpg,1,1,0.9982,0.9999,1.0000,0.9528,1.0000,0.9982,0.9932,0.9996,0.0000,0.0004,0.2927,0.2555,0.4517
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_654586205_jpeg.jpg,1,1,0.9998,1.0000,0.9614,0.8667,1.0000,1.0000,1.0000,0.9920,0.0076,0.0004,0.2755,0.3432,0.3813
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_ancient-roman-amphitheater-ruins_413600441_jpeg.jpg,1,1,0.9993,0.9505,0.9991,0.9999,0.9974,1.0000,1.0000,0.0000,0.4194,0.5805,0.3983,0.2365,0.3651
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_train-station-facade-at-dusk_558010934_jpeg.jpg,1,1,0.8879,0.9947,0.9985,1.0000,0.9999,0.4500,0.9661,0.0000,0.0000,1.0000,0.2672,0.3862,0.3466
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1856_jpeg.jpg,0,1,0.5244,0.1141,0.4501,0.0789,0.3907,0.9998,0.1121,0.0001,0.9998,0.0001,0.4292,0.4136,0.1572
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-dog-near-path_945520526_jpeg.jpg,1,1,0.9996,0.0846,0.9999,0.9181,1.0000,1.0000,0.9962,0.0000,0.9993,0.0007,0.3340,0.4837,0.1824
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_skyscraper-under-blue-sky_283614548_jpeg.jpg,1,1,0.8534,0.9333,0.9711,0.9997,0.9996,0.3756,0.9024,0.0000,0.0000,1.0000,0.2904,0.4245,0.2851
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_250179422_jpeg.jpg,1,1,0.8976,1.0000,0.9950,0.8668,0.9999,0.9966,0.0007,1.0000,0.0000,0.0000,0.4539,0.3424,0.2037
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-airplane-in-sky_144225975_jpeg.jpg,1,1,0.6130,0.2633,0.4100,0.9488,0.9901,1.0000,0.3744,0.0001,0.8841,0.1158,0.2536,0.3566,0.3898
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_865_jpeg.jpg,0,0,0.0001,0.0000,0.9999,0.8146,0.0000,0.0003,0.0000,1.0000,0.0000,0.0000,0.3579,0.3736,0.2685
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-middle-aged-hispanic-man-short-hair-warm-tone-_192673893_jpeg.jpg,1,1,1.0000,1.0000,0.9105,0.5744,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.3008,0.4122,0.2870
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_panoramic-view-of-a-glacier-icy-textures_716806129_jpeg.jpg,1,1,0.9996,0.9797,0.9996,0.9905,0.9998,1.0000,1.0000,0.0002,0.9684,0.0314,0.3824,0.3564,0.2612
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_765_jpeg.jpg,0,1,0.9451,0.9993,0.9511,0.7369,0.9028,0.9875,0.9977,0.0002,0.8835,0.1163,0.3230,0.3038,0.3732
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_999_jpeg.jpg,0,0,0.0003,0.0000,0.9979,0.7347,0.0000,0.0024,0.0000,1.0000,0.0000,0.0000,0.3105,0.2271,0.4624
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1715_jpeg.jpg,0,1,0.6600,0.9991,0.8819,0.3656,0.9992,0.0268,0.3457,0.0051,0.9884,0.0064,0.3557,0.4307,0.2136
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-hoodie-hood-on-head_785756970_jpeg.jpg,1,1,1.0000,1.0000,0.9989,0.6367,0.9999,1.0000,1.0000,1.0000,0.0000,0.0000,0.3493,0.1993,0.4514
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1236_jpeg.jpg,0,1,0.6298,0.9983,0.9515,0.9664,0.9979,0.0000,0.0566,0.0000,0.9669,0.0331,0.2994,0.5428,0.1578
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1483_jpeg.jpg,0,0,0.0172,0.2282,0.9490,0.0197,0.0525,0.0000,0.0009,0.0000,0.0000,1.0000,0.2739,0.3660,0.3602
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-an-elderly-east-asian-woman-with-wrinkles-natural-d_128370928_jpeg.jpg,1,1,1.0000,1.0000,0.9761,0.5775,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2915,0.3301,0.3783
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_444_jpeg.jpg,0,1,0.7189,0.9434,0.9984,0.9725,0.8178,0.0048,0.9879,0.0000,0.0001,0.9999,0.3443,0.4720,0.1837
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-man-with-long-hair-and-tattoos-dramatic-lighti_412834920_jpeg.jpg,1,1,1.0000,1.0000,0.5424,0.4059,1.0000,1.0000,0.9999,0.9999,0.0000,0.0000,0.3361,0.4214,0.2424
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-with-subtle-film-grain-effect_414331134_jpeg.jpg,1,1,0.7137,0.4349,0.9999,0.9439,1.0000,0.9996,0.9809,1.0000,0.0000,0.0000,0.2720,0.3464,0.3816
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1351_jpeg.jpg,0,0,0.1366,0.4669,0.0266,0.0009,0.4201,0.6592,0.0011,0.0000,0.0000,1.0000,0.2642,0.2439,0.4919
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-electricity-pole_612625051_jpeg.jpg,1,1,0.9995,1.0000,0.9998,0.9989,1.0000,1.0000,0.9983,0.0000,1.0000,0.0000,0.2451,0.3028,0.4521
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_old-european-cathedral-with-gothic-details-daylight_991348896_jpeg.jpg,1,1,0.9978,0.9915,0.8120,0.9998,0.9912,1.0000,1.0000,0.0000,0.0006,0.9994,0.4665,0.2565,0.2771
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_indoor-portrait-with-white-wall-background_377458517_jpeg.jpg,1,1,0.9971,1.0000,0.9979,0.8447,0.9999,0.9671,1.0000,1.0000,0.0000,0.0000,0.2705,0.1738,0.5557
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_513_jpeg.jpg,0,0,0.2007,0.0001,0.9989,0.6617,0.0000,0.9485,0.0000,0.9999,0.0001,0.0000,0.4596,0.4230,0.1174
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_lush-jungle-waterfall-spray-in-the-air_866747348_jpeg.jpg,1,1,0.9999,1.0000,0.9999,0.9226,1.0000,1.0000,1.0000,0.0000,0.9999,0.0001,0.3760,0.3246,0.2994
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1642_jpeg.jpg,0,1,0.5632,0.8192,0.8445,0.6568,0.9969,0.2912,0.0043,0.0000,0.0083,0.9917,0.3781,0.3079,0.3140
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_479_jpeg.jpg,0,1,0.6154,0.9317,0.8061,0.9175,0.0003,0.0259,0.9988,0.0000,0.0000,1.0000,0.3459,0.3496,0.3045
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_desert-plateau-with-cacti-midday-sun_231009562_jpeg.jpg,1,1,0.9864,0.9974,0.9973,0.8512,1.0000,1.0000,0.9929,0.0000,0.8397,0.1603,0.4192,0.4366,0.1442
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_704_jpeg.jpg,0,0,0.2694,0.2354,0.9984,0.9856,0.9994,0.0000,0.0963,0.9999,0.0001,0.0000,0.2617,0.3049,0.4334
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_874_jpeg.jpg,0,1,0.8036,0.9906,0.7309,0.9987,0.2602,0.3934,0.9916,0.0000,0.0000,1.0000,0.3071,0.2648,0.4281
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-eyeglasses_873728354_jpeg.jpg,1,1,1.0000,1.0000,0.9916,0.4824,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2636,0.1447,0.5917
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_568473596_jpeg.jpg,1,1,0.7007,0.9960,0.9998,0.9995,0.2557,0.0683,0.9999,0.0000,0.0002,0.9998,0.3732,0.3438,0.2830
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-subtle-makeup-on-lips_874429056_jpeg.jpg,1,1,1.0000,1.0000,0.9997,0.4544,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2486,0.1347,0.6168
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1734_jpeg.jpg,0,1,0.6248,0.1789,0.2478,0.9836,0.7498,0.0002,0.0079,0.0001,0.0658,0.9342,0.4161,0.2776,0.3063
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-teenage-girl-in-casual-clothing-standing-on-a-cit_310727956_jpeg.jpg,1,1,1.0000,1.0000,1.0000,0.9976,1.0000,1.0000,1.0000,0.9899,0.0098,0.0003,0.2976,0.1891,0.5133
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_ancient-roman-amphitheater-ruins_686624944_jpeg.jpg,1,1,0.9400,0.9391,0.6593,0.9841,1.0000,1.0000,1.0000,0.0003,0.3204,0.6793,0.3641,0.3998,0.2362
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_857_jpeg.jpg,0,0,0.0000,0.0000,0.9999,0.7235,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.2724,0.3078,0.4198
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_171_jpeg.jpg,0,0,0.1887,0.3537,0.9999,0.3338,0.0890,0.0000,0.0007,1.0000,0.0000,0.0000,0.2614,0.1764,0.5622
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_traditional-chinese-pagoda-surrounded-by-trees_193763674_jpeg.jpg,1,1,0.8173,0.9929,0.7014,0.9795,1.0000,0.0058,0.9999,0.0001,0.0642,0.9357,0.4123,0.3290,0.2587
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1637_jpeg.jpg,0,0,0.4535,0.9898,0.3381,0.8582,0.7640,0.9979,0.0007,0.0000,1.0000,0.0000,0.2249,0.3976,0.3775
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-electricity-pole_264115902_jpeg.jpg,1,1,0.9995,0.9998,1.0000,0.9963,0.9998,1.0000,0.9973,0.0000,1.0000,0.0000,0.3053,0.3430,0.3517
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_949_jpeg.jpg,0,0,0.0371,0.0000,0.9931,0.6683,0.0000,0.3303,0.0000,1.0000,0.0000,0.0000,0.3233,0.2243,0.4524
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_futuristic-office-tower-with-curved-glass-blue-sky_719112791_jpeg.jpg,1,1,0.9932,0.9998,0.9995,0.9990,0.9995,0.9575,0.9999,0.0001,0.0089,0.9910,0.3737,0.2897,0.3366
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_275139576_jpeg.jpg,1,1,0.9909,0.9994,0.9996,0.6660,1.0000,1.0000,0.9143,0.0000,0.9990,0.0010,0.3568,0.4394,0.2038
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_547_jpeg.jpg,0,0,0.0000,0.0000,1.0000,0.6802,0.0001,0.0000,0.0000,1.0000,0.0000,0.0000,0.2809,0.3805,0.3386
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_592_jpeg.jpg,0,1,0.8645,0.9496,0.6886,0.9727,0.1179,0.9986,0.9791,0.0000,0.0000,1.0000,0.2678,0.4008,0.3314
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-car-parked-in-front_555845817_jpeg.jpg,1,1,0.8449,0.9998,0.9902,0.6902,1.0000,1.0000,0.9983,0.0000,0.0008,0.9992,0.3348,0.3355,0.3297
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_172_jpeg.jpg,0,0,0.0000,0.0001,0.9994,0.8560,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.3166,0.3086,0.3748
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-young-boy-with-curly-hair-smiling-outdoors-in-the_726600540_jpeg.jpg,1,1,0.9998,1.0000,0.9998,0.3608,1.0000,0.9997,0.9997,0.5088,0.4911,0.0001,0.4424,0.3958,0.1618
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_643_jpeg.jpg,0,1,0.6020,0.9791,0.4136,0.9386,0.9999,0.3009,0.1099,0.0000,0.3487,0.6513,0.3137,0.3110,0.3753
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_223_jpeg.jpg,0,0,0.1762,0.0000,0.9998,0.9333,0.9871,0.0000,0.0016,1.0000,0.0000,0.0000,0.3562,0.2245,0.4193
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_ancient-roman-amphitheater-ruins_468213198_jpeg.jpg,1,1,0.9957,0.9505,0.9900,0.9996,0.9858,1.0000,1.0000,0.0000,0.2396,0.7604,0.4182,0.2682,0.3136
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_modern-glass-skyscraper-in-city-center-photographed-at-dusk_201415221_jpeg.jpg,1,1,0.9812,0.9929,0.9917,0.9626,0.9994,1.0000,1.0000,0.0000,0.0010,0.9990,0.3227,0.4424,0.2349
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_train-station-facade-at-dusk_454595340_jpeg.jpg,1,1,0.5686,0.9994,0.9920,0.5282,0.9978,1.0000,0.0563,0.0000,0.0097,0.9903,0.3080,0.2737,0.4183
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-tree-shadow-on-wall_456195627_jpeg.jpg,1,1,0.9600,0.9631,0.9605,0.9988,0.8517,0.9993,0.9998,0.0154,0.0188,0.9658,0.5218,0.2948,0.1834
