img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_inpainting_add-mole-on-face_969863749_noisy.jpg,1,1,0.6179,1.0000,0.2661,0.2761,0.1666,0.9984,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_872_noisy.jpg,0,0,0.4706,0.9983,1.0000,0.3804,0.4448,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-a-toddler-with-blond-hair-sitting-on-the-grass_365830216_noisy.jpg,1,0,0.3619,1.0000,0.1333,0.0375,0.0003,0.0001,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_inpainting_add-railing-on-stairs_974477733_noisy.jpg,1,0,0.2843,0.6498,0.0242,0.1099,0.0310,0.0050,0.8860,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-an-elderly-couple-holding-hands-in-a-park_992041934_noisy.jpg,1,0,0.3571,0.9842,0.0061,0.1260,0.0000,0.0264,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1950_noisy.jpg,0,0,0.2216,0.9995,0.0003,0.3259,0.0000,0.0000,0.0038,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1439_noisy.jpg,0,0,0.1942,0.9921,0.0000,0.1712,0.0016,0.0000,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_275139576_noisy.jpg,1,0,0.3008,1.0000,0.0081,0.4188,0.0026,0.0852,0.2900,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_938_noisy.jpg,0,0,0.1811,0.9664,0.0003,0.1152,0.0009,0.0000,0.0036,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_juggernaut_xl_v9_desert-adobe-houses-warm-sunset-light_649252435_noisy.jpg,1,0,0.4563,0.9999,0.0019,0.7597,0.0001,0.0001,0.9764,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-with-warm-golden-hour-tones_928733905_noisy.jpg,1,1,0.6765,0.9983,0.9999,0.6021,0.4580,1.0000,0.0006,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_portrait-of-a-middle-aged-hispanic-man-short-hair-warm-tone-_882403819_noisy.jpg,1,1,0.9507,0.9951,0.9939,0.7269,0.9887,0.9997,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1587_noisy.jpg,0,0,0.2845,0.9953,0.0003,0.6403,0.0009,0.0000,0.0700,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1797_noisy.jpg,0,0,0.0021,0.0057,0.0032,0.0004,0.0011,0.0000,0.0021,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_713_noisy.jpg,0,0,0.1853,0.9995,0.0672,0.0426,0.0002,0.0000,0.0022,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_769_noisy.jpg,0,0,0.1714,0.9977,0.0306,0.0003,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_161669422_noisy.jpg,1,1,0.7818,0.9978,1.0000,0.7057,0.9874,0.0041,0.9956,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_colorful-houses-along-a-canal-daytime_293587745_noisy.jpg,1,1,0.6989,0.9999,0.2844,0.9574,0.0058,0.9456,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_tropical-beach-with-palm-trees-turquoise-water_325155442_noisy.jpg,1,0,0.3803,0.3003,0.0287,0.9530,0.0001,0.0001,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-teenage-girl-in-casual-clothing-standing-on-a-cit_310727956_noisy.jpg,1,1,0.6812,1.0000,0.6102,0.6212,0.8000,0.0561,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_tropical-beach-with-palm-trees-turquoise-water_908314406_noisy.jpg,1,0,0.3859,0.8850,0.0005,0.5525,0.0000,0.0096,0.8677,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1210_noisy.jpg,0,0,0.1689,0.9317,0.0483,0.0015,0.0303,0.0000,0.0016,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1413_noisy.jpg,0,0,0.1856,0.9961,0.0004,0.1092,0.0071,0.0001,0.0008,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_381_noisy.jpg,0,1,0.5824,0.9941,1.0000,0.8012,0.6993,0.0000,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-headscarf_971425308_noisy.jpg,1,1,0.7854,1.0000,0.9993,0.7338,0.0073,0.9720,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_507_noisy.jpg,0,1,0.5076,0.7106,1.0000,0.9470,0.3872,0.0000,0.0008,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_dreamlike_photoreal_20_panoramic-coastline-with-fishing-boats-sunrise_116198605_noisy.jpg,1,0,0.4517,0.9979,0.0009,0.7122,0.0002,0.0000,0.9988,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_dreamlike_photoreal_20_rolling-green-hills-in-spring-wildflowers-in-bloom_891010114_noisy.jpg,1,0,0.3899,1.0000,0.0314,0.3369,0.0001,0.0025,0.9686,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_rolling-green-hills-in-spring-wildflowers-in-bloom_591957562_noisy.jpg,1,0,0.4751,1.0000,0.3881,0.4637,0.0000,0.0000,0.9988,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1143_noisy.jpg,0,0,0.2134,0.7577,0.0004,0.4772,0.0204,0.0000,0.0247,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_dense-rainforest-with-mist-sunlight-filtering-through-trees_398320111_noisy.jpg,1,0,0.4276,0.9999,0.0852,0.4881,0.0000,0.0000,0.9925,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_328_noisy.jpg,0,0,0.3278,1.0000,0.9021,0.0530,0.0008,0.0076,0.0034,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_547_noisy.jpg,0,0,0.3041,0.9985,0.0503,0.5635,0.0483,0.0053,0.1590,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_380_noisy.jpg,0,0,0.4130,1.0000,0.9970,0.1211,0.3164,0.0423,0.0015,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_719679948_noisy.jpg,1,0,0.2740,0.9974,0.0004,0.2578,0.0134,0.3686,0.0063,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_17_noisy.jpg,0,0,0.3980,0.7739,0.9999,0.5329,0.0776,0.0031,0.0006,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_waterfall-in-daylight_755309459_noisy.jpg,1,1,0.5059,0.4412,0.0066,0.7967,0.0009,0.8253,0.9648,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_old-industrial-warehouse-with-brick-walls_292431671_noisy.jpg,1,1,0.5484,0.7956,0.1457,0.3148,0.2744,0.7654,0.9948,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_581_noisy.jpg,0,0,0.2696,0.0568,0.0026,0.1599,0.1779,0.7484,0.4724,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_690_noisy.jpg,0,0,0.3300,1.0000,0.7810,0.1759,0.0153,0.0073,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1860_noisy.jpg,0,0,0.1446,0.7367,0.0060,0.0025,0.0068,0.1141,0.0014,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_551323129_noisy.jpg,1,0,0.4003,0.9979,0.0017,0.2096,0.1679,0.0462,0.9785,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1187_noisy.jpg,0,0,0.0797,0.0522,0.0001,0.4224,0.0000,0.0000,0.0033,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_sunset-over-rice-terraces-southeast-asia_817364174_noisy.jpg,1,1,0.7840,0.9990,0.9984,0.7072,0.0267,0.9727,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-young-boy-with-curly-hair-smiling-outdoors-in-the_239670712_noisy.jpg,1,1,0.5519,1.0000,0.1295,0.1644,0.0191,0.9981,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_581_noisy.jpg,0,0,0.2293,0.9987,0.0004,0.3155,0.0006,0.0037,0.0568,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1042_noisy.jpg,0,0,0.1809,0.9953,0.0002,0.0869,0.0001,0.0000,0.0029,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-hay-bales_453099743_noisy.jpg,1,0,0.3557,1.0000,0.0698,0.2884,0.5491,0.1321,0.0947,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1570_noisy.jpg,0,0,0.1629,0.9602,0.0002,0.0136,0.0032,0.0000,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_dramatic-thunderstorm-over-open-fields_635540031_noisy.jpg,1,0,0.3039,0.9981,0.0021,0.4504,0.0022,0.0561,0.3144,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-flower-pots-on-windowsill_475698600_noisy.jpg,1,0,0.3906,0.9997,0.1671,0.0252,0.1547,0.8876,0.1092,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_625_noisy.jpg,0,1,0.5635,1.0000,0.6369,0.5872,0.0159,0.1466,0.9945,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_288_noisy.jpg,0,0,0.0291,0.1704,0.0005,0.0013,0.0005,0.0000,0.0017,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-in-urban-street-view_608375598_noisy.jpg,1,0,0.3502,0.9934,0.0660,0.0524,0.0019,0.0045,0.9833,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_508_noisy.jpg,0,0,0.2412,1.0000,0.0106,0.4136,0.0000,0.0014,0.0217,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_juggernaut_xl_v9_photo-of-a-middle-aged-man-with-a-beard-wearing-a-suit-outdo_605306364_noisy.jpg,1,0,0.4051,1.0000,0.0687,0.3619,0.0003,0.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_desert-dunes-under-clear-blue-sky-detailed-sand-textures_697460536_noisy.jpg,1,0,0.3524,0.0908,0.5602,0.4635,0.0000,0.0001,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_old-industrial-warehouse-with-brick-walls_144193988_noisy.jpg,1,0,0.4559,0.9999,0.0029,0.3496,0.1496,0.2426,0.9908,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1859_noisy.jpg,0,0,0.2856,0.9981,0.0072,0.6148,0.0003,0.0000,0.0933,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-dog-near-path_110977390_noisy.jpg,1,0,0.3629,0.9901,0.0346,0.1216,0.0286,0.9996,0.0030,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_632_noisy.jpg,0,0,0.2669,0.8776,0.0000,0.7225,0.0001,0.0000,0.0014,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-air-conditioning-unit_31742694_noisy.jpg,1,0,0.1731,0.6714,0.0152,0.0006,0.0326,0.3185,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_921_noisy.jpg,0,0,0.1395,0.5325,0.2013,0.1028,0.0000,0.0000,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_train-station-facade-at-dusk_454595340_noisy.jpg,1,0,0.3386,0.9988,0.0090,0.0041,0.0107,0.9828,0.0259,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-single-bird-in-sky_235799635_noisy.jpg,1,0,0.3676,1.0000,0.0017,0.1566,0.0000,0.9952,0.0523,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_98_noisy.jpg,0,0,0.3855,0.9579,0.9959,0.3074,0.0078,0.0432,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_futuristic-office-tower-with-curved-glass-blue-sky_345505800_noisy.jpg,1,1,0.5420,1.0000,0.0756,0.9894,0.1825,0.0053,0.9994,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_553_noisy.jpg,0,0,0.3713,0.9995,0.0012,0.6573,0.0004,0.0000,0.5695,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_197_noisy.jpg,0,0,0.1912,0.9896,0.0349,0.1213,0.0002,0.0000,0.0009,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_inpainting_add-tree-shadow-on-wall_456195627_noisy.jpg,1,0,0.4953,0.9700,0.0028,0.0507,0.0103,0.9406,0.9976,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_rolling-vineyards-in-summer-mediterranean-style_74041731_noisy.jpg,1,1,0.8166,0.9998,0.8302,0.9635,0.9286,0.1774,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_frozen-lake-with-snow-covered-pine-trees_446434188_noisy.jpg,1,0,0.4123,0.0503,0.0115,0.6598,0.1359,0.9994,0.6168,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_old-industrial-warehouse-with-brick-walls_284566045_noisy.jpg,1,1,0.6223,0.9988,0.0056,0.8967,0.0069,0.8257,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-small-shop-sign_732492872_noisy.jpg,1,0,0.1338,0.6728,0.0458,0.0765,0.0018,0.0058,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_43303807_noisy.jpg,1,0,0.2809,0.9980,0.0595,0.0074,0.0007,0.5892,0.0309,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_panoramic-view-of-a-glacier-icy-textures_716806129_noisy.jpg,1,1,0.6679,1.0000,0.1277,0.9070,0.0008,0.9723,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_colorful-colonial-houses-in-latin-america_442437193_noisy.jpg,1,1,0.5388,1.0000,0.3923,0.8309,0.0042,0.0072,0.9982,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_884_noisy.jpg,0,0,0.4590,1.0000,0.9956,0.1340,0.0734,0.0002,0.5507,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_dreamlike_photoreal_20_alpine-mountain-landscape-at-sunrise-snow-peaks-glowing_863538120_noisy.jpg,1,0,0.4806,0.9991,0.0277,0.8559,0.0000,0.0043,0.9965,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_107518428_noisy.jpg,1,0,0.2819,0.9997,0.0528,0.0035,0.0117,0.0000,0.6237,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-airplane-in-sky_144225975_noisy.jpg,1,0,0.2137,0.1404,0.0003,0.0722,0.0025,0.9991,0.0677,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1741_noisy.jpg,0,0,0.0929,0.3192,0.0000,0.2375,0.0004,0.0000,0.0004,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_731_noisy.jpg,0,0,0.1758,0.9797,0.0324,0.0126,0.0006,0.0000,0.0293,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_307_noisy.jpg,0,0,0.0048,0.0081,0.0151,0.0009,0.0004,0.0029,0.0017,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_130409445_noisy.jpg,1,0,0.2286,0.9997,0.0553,0.0809,0.0095,0.0597,0.1665,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_modern-museum-building-with-geometric-shapes_677703981_noisy.jpg,1,1,0.6346,0.9999,0.0027,0.8121,0.0011,0.9921,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1806_noisy.jpg,0,0,0.0873,0.3059,0.0618,0.0494,0.0879,0.0056,0.0128,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_futuristic-office-tower-with-curved-glass-blue-sky_719112791_noisy.jpg,1,1,0.7179,1.0000,0.1715,0.9368,0.2540,0.9450,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_242_noisy.jpg,0,0,0.1636,0.9282,0.0000,0.0232,0.0000,0.0000,0.0304,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_70_noisy.jpg,0,0,0.2267,0.9998,0.0000,0.3519,0.0021,0.0000,0.0062,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_866_noisy.jpg,0,0,0.2790,0.5937,0.0111,0.1226,0.0017,0.0000,0.9447,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_265_noisy.jpg,0,0,0.3686,0.7147,0.9953,0.2302,0.0319,0.0017,0.2379,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_inpainting_add-fire-hydrant_171597259_noisy.jpg,1,1,0.5137,1.0000,0.0339,0.0058,0.0461,0.9999,0.9964,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_classic-new-york-brownstone-street-autumn-leaves_725003956_noisy.jpg,1,1,0.9035,0.9999,0.9948,0.9976,0.4289,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1531_noisy.jpg,0,0,0.2342,0.9999,0.0003,0.4016,0.0000,0.0000,0.0036,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_74_noisy.jpg,0,0,0.1683,0.9549,0.0000,0.0496,0.0041,0.0000,0.0014,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_555_noisy.jpg,0,0,0.4059,0.0412,0.9999,0.5934,0.8009,0.0000,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_juggernaut_xl_v9_studio-portrait-of-a-middle-aged-caucasian-woman-with-freckl_636873049_noisy.jpg,1,0,0.4091,1.0000,0.0441,0.4102,0.0000,0.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_779_noisy.jpg,0,1,0.5173,0.5314,1.0000,0.6250,0.9476,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-bench-near-path_389555303_noisy.jpg,1,1,0.5600,0.9999,0.0099,0.6202,0.6655,0.9936,0.0708,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_dreamlike_photoreal_20_mountain-valley-with-river-summer-daylight_569681066_noisy.jpg,1,1,0.5248,1.0000,0.0024,0.9441,0.0007,0.8189,0.3827,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_93_noisy.jpg,0,0,0.1577,0.9117,0.0019,0.0211,0.0007,0.0000,0.0110,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-person-silhouette-in-distance_336412085_noisy.jpg,1,1,0.6182,1.0000,0.9750,0.7342,0.0047,0.0099,0.9855,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_750_noisy.jpg,0,0,0.2892,0.9981,0.0016,0.0907,0.0022,0.6413,0.0010,,,,,,
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_294_noisy.jpg,0,1,0.5486,0.2881,0.8647,0.8161,0.7234,0.0020,0.5973,,,,,,
