img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1187_scaled.jpg,0,0,0.1765,0.0239,0.0178,0.7083,0.9544,0.0000,0.0106,0.0146,0.9701,0.0153,0.3358,0.2785,0.3857
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_751044797_scaled.jpg,1,1,0.9936,0.9999,0.9989,0.4666,0.9850,0.9847,0.9969,0.0000,1.0000,0.0000,0.4550,0.2725,0.2725
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_301_scaled.jpg,0,0,0.2953,0.9991,0.1743,0.8555,0.5899,0.9991,0.0003,0.0000,1.0000,0.0000,0.3182,0.2286,0.4532
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-stud-earrings_110829910_scaled.jpg,1,1,0.9246,1.0000,1.0000,0.8392,0.9999,0.1534,1.0000,1.0000,0.0000,0.0000,0.3369,0.1781,0.4850
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_874_scaled.jpg,0,1,0.8008,0.9980,0.0468,0.9733,0.0595,0.6467,0.9927,0.0000,0.0000,1.0000,0.3139,0.2065,0.4796
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1542_scaled.jpg,0,0,0.0306,0.9623,0.0108,0.8557,0.0905,0.0005,0.0123,0.0001,0.9872,0.0128,0.3939,0.2932,0.3128
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_2100_scaled.jpg,0,0,0.1578,0.7946,0.1007,0.0045,0.0001,0.9673,0.2298,0.0000,0.0000,1.0000,0.3445,0.2176,0.4379
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_949_scaled.jpg,0,0,0.0470,0.0000,0.9520,0.6533,0.0012,0.4674,0.0000,1.0000,0.0000,0.0000,0.3330,0.2001,0.4669
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-hoodie-hood-on-head_705502155_scaled.jpg,1,1,0.9958,0.9949,0.9283,0.4337,0.9944,1.0000,0.9974,0.9999,0.0000,0.0001,0.3115,0.1629,0.5256
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-satellite-dish_842182802_scaled.jpg,1,1,0.8415,0.0007,0.9999,0.9980,0.0982,0.9545,1.0000,0.0002,0.0000,0.9998,0.3398,0.1804,0.4798
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_dreamlike_photoreal_20_mosque-with-detailed-minarets-photographed-at-sunset_534366140_scaled.jpg,1,1,0.9833,0.8502,0.9996,0.9903,0.9924,0.9348,1.0000,0.0004,0.0261,0.9735,0.5097,0.3070,0.1834
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_1642_scaled.jpg,0,0,0.4062,0.8002,0.5176,0.0793,0.1728,1.0000,0.9667,0.0000,0.0100,0.9900,0.3078,0.1914,0.5008
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_439_scaled.jpg,0,0,0.0666,0.0024,0.0062,0.1160,0.3206,0.0000,0.0007,0.0126,0.9783,0.0091,0.3928,0.3993,0.2079
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_561277052_scaled.jpg,1,1,0.9878,0.4486,0.9960,0.7773,0.9188,0.9992,0.9999,0.0000,1.0000,0.0000,0.2502,0.2262,0.5236
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-air-conditioning-unit_31742694_scaled.jpg,1,1,0.8823,0.1144,0.9914,0.9569,0.4488,0.9856,0.9705,0.0000,0.0000,1.0000,0.3170,0.1664,0.5166
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-middle-aged-man-with-shaved-head-gym-background_334702823_scaled.jpg,1,1,0.9960,1.0000,0.9875,0.3464,0.9934,1.0000,1.0000,0.7311,0.2644,0.0044,0.2640,0.1395,0.5965
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-with-subtle-film-grain-effect_153387314_scaled.jpg,1,1,1.0000,1.0000,0.9981,0.9525,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.2962,0.1610,0.5428
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_964_scaled.jpg,0,1,0.9309,0.9929,0.9692,0.9931,0.7359,0.9831,0.9838,0.0000,0.0004,0.9996,0.4636,0.3834,0.1530
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_juggernaut_xl_v9_tropical-beach-with-palm-trees-turquoise-water_908314406_scaled.jpg,1,1,0.8585,0.1990,0.9120,0.9856,0.5585,0.9695,0.9986,0.0000,0.9999,0.0001,0.4229,0.2592,0.3179
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_stable_diffusion_15_apartment-block-with-balconies-urban-daylight_191735735_scaled.jpg,1,1,0.7201,0.9997,0.9936,0.7956,0.2344,0.0518,1.0000,0.0000,0.0026,0.9974,0.2880,0.1428,0.5692
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_994_scaled.jpg,0,0,0.4004,0.9999,0.0155,0.5302,0.1000,0.0001,0.9999,0.0287,0.5503,0.4210,0.3011,0.1887,0.5102
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_307012828_scaled.jpg,1,1,0.9844,0.6191,0.9996,0.8042,0.9993,0.8627,0.9999,0.0004,0.9996,0.0000,0.2861,0.2216,0.4923
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-picnic-table_712713680_scaled.jpg,1,1,0.9996,0.9860,0.9999,0.9501,0.9981,1.0000,0.9997,0.0000,0.9999,0.0001,0.3445,0.2047,0.4509
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-with-warm-golden-hour-tones_928733905_scaled.jpg,1,1,0.8073,0.9916,0.9985,0.7708,0.9548,1.0000,0.5145,0.3871,0.0053,0.6077,0.3006,0.2274,0.4720
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_239_scaled.jpg,0,1,0.6790,0.1920,0.3286,0.7501,0.5398,0.0220,0.9802,0.0000,0.0002,0.9998,0.3241,0.2394,0.4365
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1236_scaled.jpg,0,0,0.4910,0.9970,0.5611,0.9368,0.9693,0.0125,0.0584,0.0000,0.9658,0.0342,0.4012,0.3426,0.2562
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-dog-near-path_110977390_scaled.jpg,1,1,0.6301,1.0000,0.8747,0.7156,0.0577,1.0000,0.1166,0.0000,0.9998,0.0002,0.5742,0.3427,0.0831
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_17_scaled.jpg,0,0,0.3521,0.5492,0.9353,0.7873,0.0012,0.5266,0.0000,0.9163,0.0395,0.0442,0.3509,0.2445,0.4046
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_juggernaut_xl_v9_photo-of-a-teenage-girl-in-casual-clothing-standing-on-a-cit_599924860_scaled.jpg,1,1,0.9983,0.9998,0.7678,0.9589,0.9931,0.9981,1.0000,0.9971,0.0017,0.0012,0.3536,0.1934,0.4530
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_221_scaled.jpg,0,0,0.1362,0.0000,0.9758,0.6508,0.2775,0.9983,0.0000,1.0000,0.0000,0.0000,0.3128,0.1859,0.5013
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_719679948_scaled.jpg,1,1,0.8297,0.9745,0.8839,0.8330,0.9569,0.0301,0.9925,0.0000,1.0000,0.0000,0.2968,0.2144,0.4888
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_inpainting_add-mailbox-on-wall_554965530_scaled.jpg,1,1,0.9947,0.9990,0.9616,0.9986,0.9637,0.9994,1.0000,0.0000,0.0000,1.0000,0.2535,0.1348,0.6117
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_782_scaled.jpg,0,1,0.6400,0.9975,0.7695,0.9466,0.3050,0.5649,0.5995,0.0000,1.0000,0.0000,0.2738,0.2451,0.4811
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_333_scaled.jpg,0,0,0.0444,0.0001,1.0000,0.9748,0.2544,0.0000,0.0104,0.9826,0.0076,0.0097,0.2587,0.1824,0.5589
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_568473596_scaled.jpg,1,1,0.7675,0.9997,0.9994,0.9978,0.1837,0.0036,1.0000,0.0000,0.0002,0.9998,0.3152,0.2063,0.4785
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_cloudy-mountain-view_361081824_scaled.jpg,1,1,0.9851,1.0000,0.9755,0.7810,0.9861,0.9987,0.9992,0.0000,1.0000,0.0000,0.3324,0.2381,0.4296
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_293_scaled.jpg,0,0,0.3072,0.9987,0.4931,0.0655,0.0113,0.0208,0.9757,0.0000,0.0000,1.0000,0.2489,0.1955,0.5556
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_547_scaled.jpg,0,0,0.3324,0.0002,0.9981,0.9013,0.2082,0.0000,0.0004,0.3930,0.6070,0.0001,0.2816,0.1960,0.5225
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_15_imag2img_skyscraper-under-blue-sky_283614548_scaled.jpg,1,1,0.9710,0.7888,0.7479,0.9996,0.8092,1.0000,0.9999,0.0000,0.0000,1.0000,0.3011,0.2038,0.4950
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_460_scaled.jpg,0,0,0.3912,0.9997,0.9651,0.3114,0.5647,0.9651,0.0009,0.0000,0.0000,1.0000,0.3644,0.2746,0.3610
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_stable_diffusion_15_modern-luxury-villa-with-swimming-pool-daylight_666430219_scaled.jpg,1,1,0.9967,0.0055,0.9986,0.9980,0.9825,1.0000,1.0000,0.0000,0.9784,0.0216,0.2973,0.1640,0.5388
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_84_scaled.jpg,0,0,0.2554,0.7960,0.1207,0.4163,0.9998,0.6251,0.0020,0.0000,1.0000,0.0000,0.2611,0.2048,0.5342
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_spring-scene-with-green-leaves_764369270_scaled.jpg,1,1,0.9947,0.9887,0.9998,0.6724,0.9726,1.0000,0.9993,0.0000,1.0000,0.0000,0.3720,0.3021,0.3259
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_hills-under-stormy-clouds_886812784_scaled.jpg,1,1,0.8688,0.9885,0.9997,0.9684,0.2265,1.0000,0.9998,0.0000,1.0000,0.0000,0.3386,0.2739,0.3875
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_503500182_scaled.jpg,1,1,0.9989,0.9981,0.6781,0.5202,0.9995,1.0000,1.0000,1.0000,0.0000,0.0000,0.3990,0.2293,0.3717
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1239_scaled.jpg,0,0,0.0421,0.9817,0.0000,0.6805,0.0668,0.1166,0.0495,0.0000,0.9997,0.0002,0.4405,0.4007,0.1589
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_637_scaled.jpg,0,0,0.0700,0.7429,0.0022,0.4689,0.5258,0.0000,0.0218,0.0000,1.0000,0.0000,0.2399,0.2241,0.5360
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-flock-of-birds_863053561_scaled.jpg,1,1,0.9935,0.6020,0.9932,0.9002,1.0000,0.9999,0.9939,0.0000,0.9728,0.0272,0.2582,0.1507,0.5912
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1483_scaled.jpg,0,0,0.1090,0.2281,0.0137,0.8897,0.0353,0.9953,0.0003,0.0000,0.9999,0.0001,0.2534,0.1961,0.5505
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_398_scaled.jpg,0,1,0.6838,0.9994,0.0482,0.9980,0.8004,0.2716,0.1292,0.0000,0.0430,0.9570,0.3573,0.2918,0.3508
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_921_scaled.jpg,0,0,0.3022,0.0011,0.9998,0.9222,0.0001,0.0004,0.0001,0.3676,0.2675,0.3649,0.2642,0.1523,0.5836
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1722_scaled.jpg,0,0,0.1871,0.0659,0.0369,0.9286,0.9754,0.2532,0.0240,0.0000,1.0000,0.0000,0.2814,0.1995,0.5191
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-eyeglasses_765359330_scaled.jpg,1,1,0.9970,0.9995,1.0000,0.9981,0.9928,0.9765,1.0000,1.0000,0.0000,0.0000,0.2948,0.1463,0.5589
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_275139576_scaled.jpg,1,1,0.7258,0.9998,0.5240,0.5914,0.8192,0.9996,0.9992,0.0000,0.9992,0.0008,0.3990,0.2618,0.3392
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_107518428_scaled.jpg,1,1,0.8654,0.9885,0.9829,0.9990,0.1533,0.9941,1.0000,0.0000,0.0003,0.9997,0.3155,0.2051,0.4794
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_197_scaled.jpg,0,0,0.1427,0.9952,0.0230,0.6449,0.3355,0.6538,0.0058,0.0000,0.9995,0.0005,0.2837,0.2513,0.4650
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-outdoors-with-blurred-city-lights_617361057_scaled.jpg,1,1,0.7867,1.0000,0.9982,0.9838,0.9997,0.0000,0.9990,1.0000,0.0000,0.0000,0.4012,0.4264,0.1724
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_319280491_scaled.jpg,1,1,0.9956,0.9999,0.9835,0.9730,0.9801,0.9834,1.0000,1.0000,0.0000,0.0000,0.2916,0.1729,0.5355
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_juggernaut_xl_v9_classic-new-york-brownstone-street-autumn-leaves_551208306_scaled.jpg,1,1,0.8807,1.0000,0.7700,0.9842,1.0000,0.0323,0.9999,0.0000,0.0498,0.9502,0.3871,0.2192,0.3937
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_1444_scaled.jpg,0,0,0.2918,0.0854,0.9619,0.3177,0.3218,0.9404,0.0050,0.0000,0.0000,1.0000,0.2654,0.1889,0.5457
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_673_scaled.jpg,0,1,0.9473,0.9339,0.9472,0.9967,0.6163,0.9926,0.9936,0.0000,0.0022,0.9978,0.2529,0.1777,0.5694
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_stable_diffusion_15_sunset-over-rice-terraces-southeast-asia_817364174_scaled.jpg,1,1,0.9986,0.9995,0.9998,0.9471,0.9922,1.0000,1.0000,0.0000,0.9997,0.0003,0.3459,0.1868,0.4673
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_1201_scaled.jpg,0,0,0.0157,0.6336,0.2312,0.0046,0.0083,0.1251,0.0066,0.0000,0.0000,1.0000,0.2588,0.1658,0.5754
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_waterfall-in-cloudy-weather_283602088_scaled.jpg,1,1,0.9042,0.9936,0.9952,0.9722,0.9964,0.3144,0.9997,0.0000,0.7293,0.2707,0.3361,0.2614,0.4025
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_294_scaled.jpg,0,0,0.1491,0.0000,0.9998,0.9719,0.9532,0.0008,0.0069,1.0000,0.0000,0.0000,0.3091,0.1879,0.5030
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_583_scaled.jpg,0,0,0.1143,0.0004,0.9962,0.7961,0.0008,0.8687,0.0000,1.0000,0.0000,0.0000,0.4167,0.2623,0.3210
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_79_scaled.jpg,0,0,0.0005,0.0000,0.9019,0.8095,0.0018,0.0004,0.0000,1.0000,0.0000,0.0000,0.4361,0.2780,0.2860
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_710_scaled.jpg,0,0,0.0836,0.8378,0.1230,0.1122,0.0838,0.0287,0.0003,0.0000,0.9996,0.0004,0.3933,0.3936,0.2131
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_999_scaled.jpg,0,0,0.0005,0.0000,0.8925,0.7884,0.0011,0.0040,0.0000,1.0000,0.0000,0.0000,0.3204,0.1860,0.4935
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_450149968_scaled.jpg,1,1,0.7904,0.9985,0.9996,0.9979,0.4244,0.0154,0.9993,0.0000,0.1750,0.8250,0.2978,0.2496,0.4527
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1773_scaled.jpg,0,1,0.6435,0.5866,0.8416,0.5763,0.2320,0.0000,0.9399,0.0000,0.9424,0.0575,0.3109,0.2757,0.4134
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-in-urban-street-view_608375598_scaled.jpg,1,1,0.9371,1.0000,1.0000,0.9808,0.8030,0.8219,1.0000,0.0000,0.0000,1.0000,0.3348,0.2286,0.4367
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_dreamlike_photoreal_20_grassland-with-grazing-animals-cloudy-sky_976783825_scaled.jpg,1,1,0.9916,1.0000,0.9999,0.6182,0.9514,0.9980,1.0000,0.0000,0.9999,0.0001,0.3333,0.2074,0.4593
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_dreamlike_photoreal_20_vast-tundra-under-cloudy-sky-lonely-feeling_644685430_scaled.jpg,1,1,0.8410,0.8430,0.9963,0.3645,0.1510,0.9996,0.9999,0.0000,1.0000,0.0000,0.3700,0.2288,0.4012
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_585_scaled.jpg,0,1,0.9356,0.4340,0.9967,0.9609,0.6350,0.9943,0.9999,0.0006,0.0673,0.9321,0.2484,0.1864,0.5652
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_dreamlike_photoreal_20_rolling-green-hills-in-spring-wildflowers-in-bloom_891010114_scaled.jpg,1,0,0.3539,0.9978,0.5166,0.5369,0.0323,0.2118,0.9995,0.0001,0.9995,0.0003,0.5124,0.3969,0.0907
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_93_scaled.jpg,0,1,0.7091,0.9626,0.8039,0.6692,0.7675,0.0000,0.9887,0.0000,0.0004,0.9996,0.2973,0.1759,0.5268
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-headscarf_971425308_scaled.jpg,1,1,0.8040,0.9968,1.0000,0.9482,0.0142,0.0000,0.9999,0.9830,0.0000,0.0170,0.2715,0.1204,0.6081
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_juggernaut_xl_v9_greek-island-whitewashed-buildings-with-blue-roofs_972657074_scaled.jpg,1,1,0.9938,0.9995,0.9864,0.9965,0.9998,0.9673,1.0000,0.0268,0.2942,0.6790,0.3427,0.1831,0.4742
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_365_scaled.jpg,0,0,0.0885,0.0000,0.8929,0.5549,0.0105,0.9787,0.0000,1.0000,0.0000,0.0000,0.2968,0.1776,0.5256
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_inpainting_add-car-parked-in-front_555845817_scaled.jpg,1,1,0.8662,0.9997,0.7119,0.9886,0.7411,0.0064,1.0000,0.0000,0.0008,0.9992,0.3157,0.1755,0.5088
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_547_scaled.jpg,0,0,0.1678,0.0002,0.7269,0.6671,0.4178,0.8921,0.0000,1.0000,0.0000,0.0000,0.3450,0.2143,0.4407
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_inpainting_add-open-window_901371869_scaled.jpg,1,1,0.8939,0.9855,0.9822,0.9925,0.9105,0.0026,0.9999,0.0014,0.0665,0.9321,0.3364,0.1744,0.4892
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_390_scaled.jpg,0,0,0.3322,0.9449,0.1105,0.0315,0.7431,0.0039,0.8427,0.0000,0.0000,1.0000,0.2944,0.2150,0.4906
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_inpainting_add-railing-on-stairs_974477733_scaled.jpg,1,1,0.8210,0.0173,0.9875,0.9999,0.1842,0.3080,1.0000,0.0000,0.0000,1.0000,0.3051,0.1575,0.5374
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1771_scaled.jpg,0,1,0.5540,0.3146,0.7736,0.4853,0.1461,1.0000,0.0003,0.0000,0.9999,0.0001,0.3809,0.2787,0.3404
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_654586205_scaled.jpg,1,1,0.9992,1.0000,0.9784,0.9632,0.9957,1.0000,1.0000,0.9929,0.0069,0.0003,0.3203,0.1722,0.5075
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_2038_scaled.jpg,0,0,0.0486,0.9958,0.0006,0.8970,0.0003,0.0172,0.1916,0.0003,0.9774,0.0224,0.3676,0.2581,0.3742
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-electricity-pole_612625051_scaled.jpg,1,1,0.9930,1.0000,0.9865,0.9859,1.0000,1.0000,0.9994,0.0000,1.0000,0.0000,0.2350,0.1339,0.6311
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_15_imag2img_train-station-facade-at-dusk_558010934_scaled.jpg,1,1,0.8563,0.9366,0.9988,0.9999,0.2617,0.6128,0.9999,0.0000,0.0000,1.0000,0.2824,0.2031,0.5145
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_453_scaled.jpg,0,0,0.0025,0.0000,0.4164,0.5710,0.0025,0.0218,0.0000,1.0000,0.0000,0.0000,0.3316,0.1871,0.4813
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_juggernaut_xl_v9_photo-of-an-elderly-east-asian-woman-with-wrinkles-natural-d_348717184_scaled.jpg,1,1,0.9703,1.0000,0.7124,0.8051,0.8269,0.9999,1.0000,0.9999,0.0000,0.0001,0.3434,0.2016,0.4550
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_inpainting_add-small-shop-sign_191297873_scaled.jpg,1,1,0.7916,1.0000,0.3893,0.8317,0.1300,0.9964,0.9611,0.0000,0.0000,1.0000,0.2584,0.1421,0.5996
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-sheep-on-meadow_602348108_scaled.jpg,1,1,0.8593,0.2241,0.7187,0.8853,0.9999,1.0000,0.9998,0.0000,1.0000,0.0000,0.3372,0.2328,0.4300
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_stable_diffusion_15_desert-dunes-under-clear-blue-sky-detailed-sand-textures_308071260_scaled.jpg,1,1,0.9918,0.9974,0.9897,0.5651,1.0000,0.9928,0.9912,0.0108,0.9830,0.0062,0.5322,0.3877,0.0801
