img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_713_scaled.jpg,0,0,0.4910,0.2962,0.4644,0.8062,0.6188,0.5235,0.2369,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_307_scaled.jpg,0,0,0.1055,0.0030,0.0003,0.0001,0.0008,0.2571,0.3719,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_dreamlike_photoreal_20_modern-museum-building-with-geometric-shapes_73466220_scaled.jpg,1,1,0.9966,0.9995,1.0000,0.9983,0.9893,0.9946,0.9980,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_450149968_scaled.jpg,1,1,0.8584,0.9979,0.1696,0.9913,0.9982,1.0000,0.9933,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-man-in-his-30s-with-a-beard-winter-jacket-snowy-b_247083813_scaled.jpg,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_508_scaled.jpg,0,0,0.0320,0.0506,0.0172,0.0207,0.0936,0.0082,0.0018,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_296_scaled.jpg,0,1,0.5148,0.1571,0.6700,0.0001,0.4183,0.9674,0.8760,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-fox-in-forest_525016112_scaled.jpg,1,1,0.6397,0.9998,0.9889,0.1672,0.4294,0.2529,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1715_scaled.jpg,0,1,0.6562,0.7418,0.0109,0.6693,0.9447,0.5757,0.9946,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_390_scaled.jpg,0,0,0.1428,0.0504,0.0003,0.0000,0.0018,0.6313,0.1731,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_509_scaled.jpg,0,0,0.3123,0.0480,0.0073,0.0025,0.0363,0.9859,0.7940,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_649_scaled.jpg,0,0,0.0669,0.0019,0.0002,0.0000,0.0000,0.3890,0.0104,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_301_scaled.jpg,0,0,0.0045,0.0000,0.0000,0.0000,0.0006,0.0206,0.0060,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_318_scaled.jpg,0,0,0.3434,0.4937,0.0021,0.0015,0.5116,0.0539,0.9975,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_465_scaled.jpg,0,0,0.3980,0.0029,0.0711,0.0000,0.5519,0.7906,0.9718,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1570_scaled.jpg,0,0,0.0049,0.0007,0.0076,0.0021,0.0053,0.0000,0.0139,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_17_scaled.jpg,0,0,0.0161,0.0001,0.0031,0.0117,0.0131,0.0088,0.0595,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1236_scaled.jpg,0,1,0.6246,0.0042,0.7403,0.6936,0.3310,0.9933,0.9855,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_juggernaut_xl_v9_small-countryside-church-with-stone-walls_911251732_scaled.jpg,1,1,0.9997,0.9992,1.0000,1.0000,1.0000,1.0000,0.9992,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_269_scaled.jpg,0,0,0.0030,0.0002,0.0033,0.0004,0.0094,0.0029,0.0019,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_73_scaled.jpg,0,0,0.0406,0.0772,0.0187,0.0183,0.0108,0.0049,0.1140,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_1334_scaled.jpg,0,1,0.7522,0.2300,0.8200,0.9718,0.9941,0.9463,0.5513,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_541_scaled.jpg,0,0,0.0182,0.0094,0.0116,0.0000,0.0749,0.0001,0.0134,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_690_scaled.jpg,0,0,0.2246,0.5544,0.5273,0.0000,0.0013,0.2061,0.0586,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1586_scaled.jpg,0,0,0.0424,0.0064,0.0000,0.0000,0.0050,0.0061,0.2366,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1542_scaled.jpg,0,0,0.1703,0.0001,0.0000,0.0002,0.3848,0.5342,0.1026,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_200_scaled.jpg,0,0,0.0056,0.0000,0.0132,0.0008,0.0018,0.0156,0.0023,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_513_scaled.jpg,0,0,0.0248,0.0002,0.0139,0.0758,0.0136,0.0237,0.0216,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_555_scaled.jpg,0,0,0.0016,0.0001,0.0039,0.0018,0.0025,0.0002,0.0014,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_river-in-foggy-morning_549309977_scaled.jpg,1,1,0.7048,0.9990,0.5727,0.0957,0.9754,0.6026,0.9833,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_79_scaled.jpg,0,0,0.0031,0.0001,0.0014,0.0001,0.0100,0.0057,0.0013,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_710_scaled.jpg,0,0,0.1884,0.0009,0.0000,0.0067,0.0033,0.2956,0.8240,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_juggernaut_xl_v9_studio-portrait-of-a-middle-aged-caucasian-woman-with-freckl_636873049_scaled.jpg,1,1,1.0000,1.0000,1.0000,1.0000,0.9999,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_dreamlike_photoreal_20_northern-lights-over-snowy-forest-night-sky-full-of-stars_655070776_scaled.jpg,1,1,0.9997,0.9999,1.0000,0.9996,0.9999,1.0000,0.9991,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-small-boat-on-water_560892226_scaled.jpg,1,1,0.9931,0.9961,1.0000,0.9627,1.0000,1.0000,0.9997,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-tent-in-field_637811136_scaled.jpg,1,1,0.9944,0.9973,1.0000,0.9816,1.0000,0.9999,0.9879,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_315_scaled.jpg,0,0,0.2388,0.0019,0.0409,0.0011,0.1661,0.9971,0.2257,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_912_scaled.jpg,0,0,0.3962,0.7496,0.0063,0.5432,0.0726,0.0238,0.9815,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_551_scaled.jpg,0,1,0.6242,0.7827,0.9900,0.0016,0.0004,0.9907,0.9800,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_654_scaled.jpg,0,0,0.3438,0.6551,0.4681,0.0009,0.0224,0.0051,0.9109,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-hoodie-hood-on-head_785756970_scaled.jpg,1,1,0.9760,0.9993,0.9999,0.8580,1.0000,0.9997,0.9988,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_779_scaled.jpg,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1560_scaled.jpg,0,0,0.3944,0.1322,0.5737,0.9203,0.1312,0.6090,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1870_scaled.jpg,0,0,0.0010,0.0000,0.0007,0.0000,0.0051,0.0000,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_manipulated_stable_diffusion_inpainting_add-eyeglasses_196357165_scaled.jpg,1,1,0.9903,0.9991,1.0000,0.9650,0.9999,0.9782,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_synthetic_dreamlike_photoreal_20_lush-jungle-waterfall-spray-in-the-air_866747348_scaled.jpg,1,1,0.9992,0.9997,1.0000,0.9980,1.0000,1.0000,0.9973,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_479_scaled.jpg,0,1,0.7036,0.9814,0.2844,0.0543,0.9441,0.9864,0.9711,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_172_scaled.jpg,0,0,0.0008,0.0000,0.0015,0.0000,0.0015,0.0002,0.0015,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_stable_diffusion_15_ancient-roman-amphitheater-ruins_413600441_scaled.jpg,1,1,0.9992,0.9998,1.0000,0.9952,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_manipulated_stable_diffusion_inpainting_add-mole-on-face_872792131_scaled.jpg,1,1,0.7400,0.9997,0.9998,0.3776,0.9730,0.0903,0.9997,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_1210_scaled.jpg,0,0,0.1076,0.0000,0.0191,0.0005,0.0033,0.0108,0.6118,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_26_scaled.jpg,0,1,0.5560,0.8818,0.8012,0.0586,0.1130,0.4954,0.9862,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-middle-aged-hispanic-man-short-hair-warm-tone-_192673893_scaled.jpg,1,1,0.9924,1.0000,1.0000,1.0000,1.0000,0.9544,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-young-black-woman-with-braids-golden-hour-ligh_57562305_scaled.jpg,1,1,1.0000,1.0000,0.9999,1.0000,1.0000,1.0000,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_juggernaut_xl_v9_old-european-train-station-with-glass-roof_925714197_scaled.jpg,1,1,0.9999,0.9999,0.9999,1.0000,0.9997,1.0000,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-man-with-long-hair-and-tattoos-dramatic-lighti_412834920_scaled.jpg,1,1,0.9973,1.0000,0.9996,1.0000,0.9999,1.0000,0.9844,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_171_scaled.jpg,0,0,0.0176,0.0041,0.0595,0.0164,0.0085,0.0016,0.0154,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_483_scaled.jpg,0,1,0.6832,0.9944,0.9542,0.2683,0.7074,0.8900,0.2845,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_2038_scaled.jpg,0,0,0.1358,0.0000,0.1364,0.0012,0.0338,0.6290,0.0142,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_608_scaled.jpg,0,0,0.2851,0.6808,0.0014,0.0152,0.9652,0.0471,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1994_scaled.jpg,0,1,0.6921,0.3938,0.8849,0.9932,0.0035,0.9971,0.8802,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-an-elderly-black-man-with-gray-beard-warm-indoor_810614026_scaled.jpg,1,1,0.9999,1.0000,1.0000,1.0000,0.9992,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_stable_diffusion_15_professional-headshot-of-a-south-asian-man-with-glasses-neut_206468300_scaled.jpg,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_185_scaled.jpg,0,1,0.6389,0.8457,0.6019,0.1096,0.5164,0.9990,0.7608,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_581_scaled.jpg,0,0,0.4564,0.9754,0.8635,0.0163,0.0030,0.0256,0.8546,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_473_scaled.jpg,0,0,0.0283,0.0003,0.0071,0.0011,0.1468,0.0007,0.0142,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1950_scaled.jpg,0,0,0.1837,0.0000,0.0973,0.0001,0.0061,0.9275,0.0709,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_stable_diffusion_15_futuristic-office-tower-with-curved-glass-blue-sky_719112791_scaled.jpg,1,1,0.8799,0.9999,1.0000,0.2798,0.9998,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_972_scaled.jpg,0,0,0.1660,0.0006,0.0001,0.0167,0.9100,0.0000,0.0687,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-mustache_246606809_scaled.jpg,1,1,0.9706,0.9983,0.9228,0.9095,1.0000,0.9929,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_942_scaled.jpg,0,0,0.0823,0.4697,0.0079,0.0000,0.0026,0.0138,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_93_scaled.jpg,0,0,0.3721,0.0005,0.0038,0.0000,0.6496,0.9380,0.6404,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-bluetooth-earpiece_462114583_scaled.jpg,1,1,0.9823,0.9986,0.9999,0.9448,0.9588,0.9989,0.9930,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-blush-on-cheeks_760189924_scaled.jpg,1,1,0.9743,0.9994,1.0000,0.8472,1.0000,0.9996,0.9993,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_dreamlike_photoreal_20_modern-museum-building-with-geometric-shapes_677703981_scaled.jpg,1,1,0.9980,0.9998,1.0000,0.9891,0.9998,0.9997,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_445_scaled.jpg,0,1,0.8822,0.9744,0.9255,0.3975,0.9981,0.9999,0.9977,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_74_scaled.jpg,0,0,0.0019,0.0002,0.0002,0.0000,0.0108,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-flock-of-birds_863053561_scaled.jpg,1,1,0.9610,0.9996,1.0000,0.7739,0.9969,0.9955,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_965_scaled.jpg,0,0,0.1054,0.0001,0.0020,0.6279,0.0018,0.0004,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_195_scaled.jpg,0,0,0.2685,0.5001,0.0027,0.4038,0.1108,0.2516,0.3418,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_636_scaled.jpg,0,0,0.1897,0.9125,0.0295,0.0016,0.0616,0.0042,0.1287,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-man-with-long-hair-and-tattoos-dramatic-lighti_544459925_scaled.jpg,1,1,0.9999,1.0000,1.0000,1.0000,1.0000,1.0000,0.9993,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_333_scaled.jpg,0,0,0.4764,0.8718,0.0032,0.0283,0.2701,0.6857,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-small-barn_79746528_scaled.jpg,1,1,1.0000,1.0000,1.0000,0.9999,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_381_scaled.jpg,0,0,0.0175,0.0002,0.0042,0.1003,0.0002,0.0000,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_654586205_scaled.jpg,1,1,0.9993,1.0000,0.9999,0.9999,0.9999,0.9962,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_2100_scaled.jpg,0,0,0.0021,0.0000,0.0001,0.0000,0.0000,0.0001,0.0125,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_524_scaled.jpg,0,0,0.0003,0.0001,0.0001,0.0002,0.0007,0.0000,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1935_scaled.jpg,0,0,0.1526,0.7309,0.0002,0.0215,0.0000,0.0000,0.1628,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_866_scaled.jpg,0,0,0.4792,0.1361,0.7000,0.1373,0.7462,0.5993,0.5562,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_503500182_scaled.jpg,1,1,0.9962,1.0000,0.9996,1.0000,1.0000,0.9775,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_juggernaut_xl_v9_greek-island-whitewashed-buildings-with-blue-roofs_972657074_scaled.jpg,1,1,1.0000,1.0000,1.0000,0.9999,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-eyeglasses_765359330_scaled.jpg,1,1,0.9123,0.9995,0.9999,0.7245,0.9999,0.7518,0.9982,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\faceforensics_231_scaled.jpg,0,0,0.0637,0.0835,0.0010,0.2409,0.0193,0.0048,0.0326,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-subtle-makeup-on-lips_874429056_scaled.jpg,1,1,0.9969,0.9989,0.9940,0.9953,0.9940,0.9998,0.9992,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_1606_scaled.jpg,0,0,0.3586,0.0380,0.2540,0.0001,0.6289,0.8318,0.3988,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_synthetic_juggernaut_xl_v9_colorful-colonial-houses-in-latin-america_72541522_scaled.jpg,1,1,0.9994,0.9999,1.0000,1.0000,0.9996,1.0000,0.9968,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_109_scaled.jpg,0,0,0.4981,0.0000,0.5922,0.0684,0.7914,0.9799,0.5564,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\celeba_948_scaled.jpg,0,0,0.0005,0.0001,0.0009,0.0001,0.0014,0.0002,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\building_manipulated_stable_diffusion_15_imag2img_train-station-facade-at-dusk_558010934_scaled.jpg,1,1,0.9146,0.9969,1.0000,0.4963,0.9979,0.9963,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_manipulated_stable_diffusion_inpainting_add-hoop-earrings_368584829_scaled.jpg,1,1,0.9988,0.9998,1.0000,0.9986,0.9999,0.9955,0.9989,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_643_scaled.jpg,0,0,0.2257,0.0104,0.4415,0.7844,0.0091,0.0004,0.1087,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-an-elderly-east-asian-woman-with-wrinkles-natural-d_128370928_scaled.jpg,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_1423_scaled.jpg,0,0,0.0314,0.0000,0.0030,0.0154,0.0001,0.1182,0.0518,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-headscarf_971425308_scaled.jpg,1,1,0.7506,0.9795,0.5253,0.0254,0.9934,0.9930,0.9871,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_436_scaled.jpg,0,0,0.0908,0.0007,0.0021,0.0000,0.0028,0.1097,0.4292,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_1087_scaled.jpg,0,0,0.0007,0.0013,0.0001,0.0003,0.0028,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\lhq_649_scaled.jpg,0,0,0.0051,0.0014,0.0000,0.0001,0.0257,0.0000,0.0032,,,,,,
data/test/meta_classifier_train_data/known_test_scaled\0_real\architecture_355_scaled.jpg,0,0,0.4062,0.0467,0.0117,0.0000,0.6066,0.8525,0.9196,,,,,,
